rho,z,V,E_magnitud,epsilon,capa
0.48000000,-0.28000000,0.54050055,0.70098765,8.00000000,1
0.48000000,-0.26000000,0.55420147,0.73241230,8.00000000,1
0.48000000,-0.24000000,0.56846939,0.76520903,8.00000000,1
0.48000000,-0.22000000,0.58332637,0.79946011,8.00000000,1
0.48000000,-0.20000000,0.59879542,0.83525323,8.00000000,1
0.48000000,-0.18000000,0.61490047,0.87268209,8.00000000,1
0.48000000,-0.16000000,0.63166644,0.91184688,8.00000000,1
0.48000000,-0.14000000,0.64911925,0.95285492,8.00000000,1
0.48000000,-0.12000000,0.66728585,0.99582116,8.00000000,1
0.48000000,-0.10000000,0.68619420,1.04086877,8.00000000,1
0.48000000,-0.08000000,0.70587334,1.08812963,8.00000000,1
0.48000000,-0.06000000,0.72635332,1.13774478,8.00000000,1
0.48000000,-0.04000000,0.74766518,1.18986476,8.00000000,1
0.48000000,-0.02000000,0.76984094,1.24464991,8.00000000,1
0.48000000,0.00000000,0.79291344,1.30227042,8.00000000,1
0.48000000,0.02000000,0.81691629,1.36290641,8.00000000,1
0.48000000,0.04000000,0.84188361,1.42674766,8.00000000,1
0.48000000,0.06000000,0.86784988,1.49399336,8.00000000,1
0.48000000,0.08000000,0.89484963,1.56485154,8.00000000,1
0.48000000,0.10000000,0.92291702,1.63953837,8.00000000,1
0.48000000,0.12000000,0.95208550,1.71827721,8.00000000,1
0.48000000,0.14000000,0.98238717,1.80129729,8.00000000,1
0.48000000,0.16000000,1.01385223,1.88883217,8.00000000,1
0.48000000,0.18000000,1.04650814,1.98111757,8.00000000,1
0.48000000,0.20000000,1.08037881,2.07838876,8.00000000,1
0.48000000,0.22000000,1.11548348,2.18087716,8.00000000,1
0.48000000,0.24000000,1.15183555,2.28880617,8.00000000,1
0.48000000,0.26000000,1.18944116,2.40238592,8.00000000,1
0.48000000,0.28000000,1.22829761,2.52180686,8.00000000,1
0.48000000,0.30000000,1.26839151,2.64723199,8.00000000,1
0.48000000,0.32000000,1.30969674,2.77878760,8.00000000,1
0.48000000,0.34000000,1.35217217,2.91655225,8.00000000,1
0.48000000,0.36000000,1.39575913,3.06054399,8.00000000,1
0.48000000,0.38000000,1.44037872,3.21070570,8.00000000,1
0.48000000,0.40000000,1.48592892,3.36688855,8.00000000,1
0.48000000,0.42000000,1.53228156,3.52883372,8.00000000,1
0.48000000,0.44000000,1.57927938,3.69615265,8.00000001,1
0.48000000,0.46000000,1.62673310,3.86830645,8.00000001,1
0.48000000,0.48000000,1.67441881,4.04458494,8.00000001,1
0.48000000,0.50000000,1.72207589,6.89880339,2.00000000,2
0.48000000,0.52000000,1.91237555,10.44939145,2.00000000,2
0.48000000,0.54000000,2.10111425,10.76980810,2.00000000,2
0.48000000,0.56000000,2.28701980,11.10081397,2.00000000,2
0.48000000,0.58000000,2.46878374,11.43760116,2.00000000,2
0.48000000,0.60000000,2.64506751,11.77476826,2.00000000,2
0.48000000,0.62000000,2.81451312,12.10641721,2.00000000,2
0.48000000,0.64000000,2.97575931,12.42627196,2.00000000,2
0.48000000,0.66000000,3.12746313,12.72782435,2.00000000,2
0.48000000,0.68000000,3.26832686,13.00450993,2.00000000,2
0.48000000,0.70000000,3.39712928,13.24991229,2.00000000,2
0.48000000,0.72000000,3.51275998,13.45798986,2.00000000,2
0.48000000,0.74000000,3.61425439,13.62331347,2.00000000,2
0.48000000,0.76000000,3.70082740,13.74129895,2.00000000,2
0.48000000,0.78000000,3.77190271,13.80841562,2.00000000,2
0.48000000,0.80000000,3.82713545,13.82235157,2.00000000,2
0.48000000,0.82000000,3.86642602,13.78211893,2.00000000,2
0.48000000,0.84000000,3.88992364,13.68808768,2.00000000,2
0.48000000,0.86000000,3.89801917,13.54194396,2.00000000,2
0.48000000,0.88000000,3.89132770,13.34657685,2.00000000,2
0.48000000,0.90000000,3.87066207,13.10590530,2.00000000,2
0.48000000,0.92000000,3.83699964,12.82466198,2.00000000,2
0.48000000,0.94000000,3.79144463,12.50815418,2.00000000,2
0.48000000,0.96000000,3.73518864,12.16202134,2.00000000,2
0.48000000,0.98000000,3.66947197,11.79200660,2.00000000,2
0.48000000,1.00000000,3.59554751,11.40375573,2.00000000,2
0.48000000,1.02000000,3.51464908,11.00265158,2.00000000,2
0.48000000,1.04000000,3.42796489,10.59368810,2.00000000,2
0.48000000,1.06000000,3.33661677,10.18138331,2.00000000,2
0.48000000,1.08000000,3.24164500,9.76972840,2.00000000,2
0.48000000,1.10000000,3.14399843,9.36216758,2.00000000,2
0.48000000,1.12000000,3.04452920,8.96160298,2.00000000,2
0.48000000,1.14000000,2.94399144,8.57041826,2.00000000,2
0.48000000,1.16000000,2.84304298,8.19051562,2.00000000,2
0.48000000,1.18000000,2.74224949,7.82336088,2.00000000,2
0.48000000,1.20000000,2.64209022,7.47003295,2.00000000,2
0.48000000,1.22000000,2.54296483,7.13127431,2.00000000,2
0.48000000,1.24000000,2.44520079,6.80754023,2.00000000,2
0.48000000,1.26000000,2.34906094,6.49904517,2.00000000,2
0.48000000,1.28000000,2.25475099,6.20580533,2.00000000,2
0.48000000,1.30000000,2.16242664,5.92767684,2.00000000,2
0.48000000,1.32000000,2.07220030,5.66438937,2.00000000,2
0.48000000,1.34000000,1.98414723,5.41557517,2.00000000,2
0.48000000,1.36000000,1.89831114,5.18079400,2.00000000,2
0.48000000,1.38000000,1.81470916,4.95955395,2.00000000,2
0.48000000,1.40000000,1.73333623,4.75132889,2.00000000,2
0.48000000,1.42000000,1.65416898,4.55557263,2.00000000,2
0.48000000,1.44000000,1.57716908,4.37173049,2.00000000,2
0.48000000,1.46000000,1.50228613,4.19924851,2.00000000,2
0.48000000,1.48000000,1.42946010,4.03758058,2.00000000,2
0.48000000,1.50000000,1.35862347,3.88619408,2.00000000,2
0.48000000,1.52000000,1.28970292,3.74457396,2.00000000,2
0.48000000,1.54000000,1.22262091,3.61222586,2.00000000,2
0.48000000,1.56000000,1.15729679,3.48867819,2.00000000,2
0.48000000,1.58000000,1.09364790,3.37348349,2.00000000,2
0.48000000,1.60000000,1.03159035,3.26621929,2.00000000,2
0.48000000,1.62000000,0.97103969,3.16648835,2.00000000,2
0.48000000,1.64000000,0.91191142,3.07391874,2.00000000,2
0.48000000,1.66000000,0.85412145,2.98816348,2.00000000,2
0.48000000,1.68000000,0.79758636,2.90890006,2.00000000,2
0.48000000,1.70000000,0.74222368,2.83582985,2.00000000,2
0.48000000,1.72000000,0.68795202,2.76867738,2.00000000,2
0.48000000,1.74000000,0.63469121,2.70718952,2.00000000,2
0.48000000,1.76000000,0.58236234,2.65113476,2.00000000,2
0.48000000,1.78000000,0.53088779,2.60030235,2.00000000,2
0.48000000,1.80000000,0.48019121,2.55450156,2.00000000,2
0.48000000,1.82000000,0.43019750,2.51356092,2.00000000,2
0.48000000,1.84000000,0.38083271,2.47732753,2.00000000,2
0.48000000,1.86000000,0.33202404,2.44566639,2.00000000,2
0.48000000,1.88000000,0.28369964,2.41845981,2.00000000,2
0.48000000,1.90000000,0.23578861,2.39560690,2.00000000,2
0.48000000,1.92000000,0.18822081,2.37702308,2.00000000,2
0.48000000,1.94000000,0.14092679,2.36263970,2.00000000,2
0.48000000,1.96000000,0.09383760,2.35240369,2.00000000,2
0.48000000,1.98000000,0.04688476,2.34627734,2.00000000,2
0.48000000,2.00000000,0.00000000,2.34627734,2.00000000,2
0.50000000,-2.00000000,0.00000000,0.09623683,3.00000000,0
0.50000000,-1.98000000,0.00192441,0.09623683,3.00000000,0
0.50000000,-1.96000000,0.00384942,0.09628480,3.00000000,0
0.50000000,-1.94000000,0.00577558,0.09636409,3.00000000,0
0.50000000,-1.92000000,0.00770347,0.09647463,3.00000000,0
0.50000000,-1.90000000,0.00963364,0.09661628,3.00000000,0
0.50000000,-1.88000000,0.01156664,0.09678893,3.00000000,0
0.50000000,-1.86000000,0.01350301,0.09699240,3.00000000,0
0.50000000,-1.84000000,0.01544327,0.09722654,3.00000000,0
0.50000000,-1.82000000,0.01738794,0.09749121,3.00000000,0
0.50000000,-1.80000000,0.01933749,0.09778629,3.00000000,0
0.50000000,-1.78000000,0.02129239,0.09811171,3.00000000,0
0.50000000,-1.76000000,0.02325310,0.09846748,3.00000000,0
0.50000000,-1.74000000,0.02522001,0.09885372,3.00000000,0
0.50000000,-1.72000000,0.02719353,0.09927069,3.00000000,0
0.50000000,-1.70000000,0.02917399,0.09971885,3.00000000,0
0.50000000,-1.68000000,0.03116172,0.10019893,3.00000000,0
0.50000000,-1.66000000,0.03315701,0.10071197,3.00000000,0
0.50000000,-1.64000000,0.03516008,0.10125943,3.00000000,0
0.50000000,-1.62000000,0.03717112,0.10184326,3.00000000,0
0.50000000,-1.60000000,0.03919030,0.10246608,3.00000000,0
0.50000000,-1.58000000,0.04121769,0.10313128,3.00000000,0
0.50000000,-1.56000000,0.04325335,0.10384324,3.00000000,0
0.50000000,-1.54000000,0.04529725,0.10460752,3.00000000,0
0.50000000,-1.52000000,0.04734931,0.10543112,3.00000000,0
0.50000000,-1.50000000,0.04940941,0.10632282,3.00000000,0
0.50000000,-1.48000000,0.05147734,0.10729357,3.00000000,0
0.50000000,-1.46000000,0.05355283,0.10835687,3.00000000,0
0.50000000,-1.44000000,0.05563555,0.10952938,3.00000000,0
0.50000000,-1.42000000,0.05772510,0.11083150,3.00000000,0
0.50000000,-1.40000000,0.05982103,0.11228815,3.00000000,0
0.50000000,-1.38000000,0.06192280,0.11392956,3.00000000,0
0.50000000,-1.36000000,0.06402987,0.11579234,3.00000000,0
0.50000000,-1.34000000,0.06614163,0.11792053,3.00000000,0
0.50000000,-1.32000000,0.06825747,0.12036689,3.00000000,0
0.50000000,-1.30000000,0.07037677,0.12319427,3.00000000,0
0.50000000,-1.28000000,0.07249898,0.12647713,3.00000000,0
0.50000000,-1.26000000,0.07462365,0.13030310,3.00000000,0
0.50000000,-1.24000000,0.07675051,0.13477462,3.00000000,0
0.50000000,-1.22000000,0.07887955,0.14001068,3.00000000,0
0.50000000,-1.20000000,0.08101120,0.14614842,3.00000000,0
0.50000000,-1.18000000,0.08314648,0.15334485,3.00000000,0
0.50000000,-1.16000000,0.08528730,0.16177850,3.00000000,0
0.50000000,-1.14000000,0.08743676,0.17165101,3.00000000,0
0.50000000,-1.12000000,0.08959968,0.18318861,3.00000000,0
0.50000000,-1.10000000,0.09178326,0.19664322,3.00000000,0
0.50000000,-1.08000000,0.09399793,0.21229235,3.00000000,0
0.50000000,-1.06000000,0.09625865,0.23043669,3.00000000,0
0.50000000,-1.04000000,0.09858658,0.25139297,3.00000000,0
0.50000000,-1.02000000,0.10101126,0.27547927,3.00000000,0
0.50000000,-1.00000000,0.10357353,0.30298961,3.00000000,0
0.50000000,-0.98000000,0.10632883,0.33415609,3.00000000,0
0.50000000,-0.96000000,0.10935086,0.36910045,3.00000000,0
0.50000000,-0.94000000,0.11273478,0.40778118,3.00000000,0
0.50000000,-0.92000000,0.11659880,0.44994669,3.00000000,0
0.50000000,-0.90000000,0.12108306,0.49510583,3.00000000,0
0.50000000,-0.88000000,0.12634427,0.54252395,3.00000000,0
0.50000000,-0.86000000,0.13254565,0.59124712,3.00000000,0
0.50000000,-0.84000000,0.13984265,0.64015342,3.00000000,0
0.50000000,-0.82000000,0.14836631,0.68802930,3.00000000,0
0.50000000,-0.80000000,0.15820757,0.73367009,3.00000000,0
0.50000000,-0.78000000,0.16940596,0.77599990,3.00000000,0
0.50000000,-0.76000000,0.18194545,0.81419656,3.00000000,0
0.50000000,-0.74000000,0.19575864,0.84779610,3.00000000,0
0.50000000,-0.72000000,0.21073810,0.87674754,3.00000000,0
0.50000000,-0.70000000,0.22675206,0.90139947,3.00000000,0
0.50000000,-0.68000000,0.24366107,0.92242025,3.00000000,0
0.50000000,-0.66000000,0.26133233,0.94067510,3.00000000,0
0.50000000,-0.64000000,0.27964973,0.95709355,3.00000000,0
0.50000000,-0.62000000,0.29851920,0.97255786,3.00000000,0
0.50000000,-0.60000000,0.31786983,0.98783016,3.00000000,0
0.50000000,-0.58000000,0.33765221,1.00352072,3.00000000,0
0.50000000,-0.56000000,0.35783513,1.02008859,3.00000000,0
0.50000000,-0.54000000,0.37840186,1.03786139,3.00000000,0
0.50000000,-0.52000000,0.39934657,1.05706174,3.00000000,0
0.50000000,-0.50000000,0.42067125,0.74549419,8.00000000,1
0.50000000,-0.48000000,0.42905523,0.43606839,8.00000000,1
0.50000000,-0.46000000,0.43783172,0.45810275,8.00000000,1
0.50000000,-0.44000000,0.44700862,0.48072139,8.00000000,1
0.50000000,-0.42000000,0.45659563,0.50399657,8.00000000,1
0.50000000,-0.40000000,0.46660403,0.52799764,8.00000000,1
0.50000000,-0.38000000,0.47704638,0.55279211,8.00000000,1
0.50000000,-0.36000000,0.48793638,0.57844664,8.00000000,1
0.50000000,-0.34000000,0.49928876,0.60502785,8.00000000,1
0.50000000,-0.32000000,0.51111922,0.63260313,8.00000000,1
0.50000000,-0.30000000,0.52344434,0.66124128,8.00000000,1
0.50000000,-0.28000000,0.53628156,0.69101317,8.00000000,1
0.50000000,-0.26000000,0.54964918,0.72199230,8.00000000,1
0.50000000,-0.24000000,0.56356630,0.75425536,8.00000000,1
0.50000000,-0.22000000,0.57805290,0.78788278,8.00000000,1
0.50000000,-0.20000000,0.59312976,0.82295925,8.00000000,1
0.50000000,-0.18000000,0.60881850,0.85957427,8.00000000,1
0.50000000,-0.16000000,0.62514158,0.89782259,8.00000000,1
0.50000000,-0.14000000,0.64212232,0.93780477,8.00000000,1
0.50000000,-0.12000000,0.65978487,0.97962763,8.00000000,1
0.50000000,-0.10000000,0.67815419,1.02340470,8.00000000,1
0.50000000,-0.08000000,0.69725607,1.06925658,8.00000000,1
0.50000000,-0.06000000,0.71711703,1.11731127,8.00000000,1
0.50000000,-0.04000000,0.73776432,1.16770443,8.00000000,1
0.50000000,-0.02000000,0.75922580,1.22057945,8.00000000,1
0.50000000,0.00000000,0.78152983,1.27608749,8.00000000,1
0.50000000,0.02000000,0.80470511,1.33438734,8.00000000,1
0.50000000,0.04000000,0.82878049,1.39564511,8.00000000,1
0.50000000,0.06000000,0.85378472,1.46003381,8.00000000,1
0.50000000,0.08000000,0.87974614,1.52773267,8.00000000,1
0.50000000,0.10000000,0.90669231,1.59892631,8.00000000,1
0.50000000,0.12000000,0.93464956,1.67380357,8.00000000,1
0.50000000,0.14000000,0.96364244,1.75255619,8.00000000,1
0.50000000,0.16000000,0.99369314,1.83537692,8.00000000,1
0.50000000,0.18000000,1.02482069,1.92245742,8.00000000,1
0.50000000,0.20000000,1.05704015,2.01398545,8.00000000,1
0.50000000,0.22000000,1.09036164,2.11014153,8.00000000,1
0.50000000,0.24000000,1.12478916,2.21109482,8.00000000,1
0.50000000,0.26000000,1.16031936,2.31699817,8.00000000,1
0.50000000,0.28000000,1.19694008,2.42798215,8.00000000,1
0.50000000,0.30000000,1.23462873,2.54414800,8.00000000,1
0.50000000,0.32000000,1.27335049,2.66555935,8.00000000,1
0.50000000,0.34000000,1.31305636,2.79223266,8.00000000,1
0.50000000,0.36000000,1.35368107,2.92412627,8.00000000,1
0.50000000,0.38000000,1.39514080,3.06112817,8.00000000,1
0.50000000,0.40000000,1.43733086,3.20304247,8.00000000,1
0.50000000,0.42000000,1.48012339,3.34957477,8.00000000,1
0.50000000,0.44000000,1.52336503,3.50031683,8.00000000,1
0.50000000,0.46000000,1.56687485,3.65473095,8.00000001,1
0.50000000,0.48000000,1.61044255,3.81213478,8.00000001,1
0.50000000,0.50000000,1.65382721,6.35642665,2.00000000,2
0.50000000,0.52000000,1.82690940,9.56262597,2.00000000,2
0.50000000,0.54000000,1.99841676,9.85137229,2.00000000,2
0.50000000,0.56000000,2.16720108,10.14747445,2.00000000,2
0.50000000,0.58000000,2.33208993,10.44678009,2.00000000,2
0.50000000,0.60000000,2.49189384,10.74468840,2.00000000,2
0.50000000,0.62000000,2.64541697,11.03623786,2.00000000,2
0.50000000,0.64000000,2.79147159,11.31620964,2.00000000,2
0.50000000,0.66000000,2.92889657,11.57924983,2.00000000,2
0.50000000,0.68000000,3.05657946,11.82001154,2.00000000,2
0.50000000,0.70000000,3.17348153,12.03331502,2.00000000,2
0.50000000,0.72000000,3.27866443,12.21432082,2.00000000,2
0.50000000,0.74000000,3.37131725,12.35870758,2.00000000,2
0.50000000,0.76000000,3.45078182,12.46284285,2.00000000,2
0.50000000,0.78000000,3.51657473,12.52393443,2.00000000,2
0.50000000,0.80000000,3.56840397,12.54014887,2.00000000,2
0.50000000,0.82000000,3.60617897,12.51068636,2.00000000,2
0.50000000,0.84000000,3.63001295,12.43580429,2.00000000,2
0.50000000,0.86000000,3.64021721,12.31678697,2.00000000,2
0.50000000,0.88000000,3.63728775,12.15586408,2.00000000,2
0.50000000,0.90000000,3.62188514,11.95608561,2.00000000,2
0.50000000,0.92000000,3.59480897,11.72116438,2.00000000,2
0.50000000,0.94000000,3.55696887,11.45529986,2.00000000,2
0.50000000,0.96000000,3.50935372,11.16299683,2.00000000,2
0.50000000,0.98000000,3.45300102,10.84889116,2.00000000,2
0.50000000,1.00000000,3.38896798,10.51759288,2.00000000,2
0.50000000,1.02000000,3.31830540,10.17355297,2.00000000,2
0.50000000,1.04000000,3.24203542,9.82095778,2.00000000,2
0.50000000,1.06000000,3.16113335,9.46365179,2.00000000,2
0.50000000,1.08000000,3.07651381,9.10508727,2.00000000,2
0.50000000,1.10000000,2.98902101,8.74829797,2.00000000,2
0.50000000,1.12000000,2.89942277,8.39589295,2.00000000,2
0.50000000,1.14000000,2.80840772,8.05006638,2.00000000,2
0.50000000,1.16000000,2.71658525,7.71261926,2.00000000,2
0.50000000,1.18000000,2.62448756,7.38498925,2.00000000,2
0.50000000,1.20000000,2.53257327,7.06828554,2.00000000,2
0.50000000,1.22000000,2.44123217,6.76332608,2.00000000,2
0.50000000,1.24000000,2.35079063,6.47067508,2.00000000,2
0.50000000,1.26000000,2.26151742,6.19067948,2.00000000,2
0.50000000,1.28000000,2.17362962,5.92350321,2.00000000,2
0.50000000,1.30000000,2.08729834,5.66915860,2.00000000,2
0.50000000,1.32000000,2.00265435,5.42753471,2.00000000,2
0.50000000,1.34000000,1.91979322,5.19842231,2.00000000,2
0.50000000,1.36000000,1.83878015,4.98153574,2.00000000,2
0.50000000,1.38000000,1.75965431,4.77653158,2.00000000,2
0.50000000,1.40000000,1.68243277,4.58302458,2.00000000,2
0.50000000,1.42000000,1.60711397,4.40060099,2.00000000,2
0.50000000,1.44000000,1.53368083,4.22882959,2.00000000,2
0.50000000,1.46000000,1.46210339,4.06727071,2.00000000,2
0.50000000,1.48000000,1.39234118,3.91548355,2.00000000,2
0.50000000,1.50000000,1.32434521,3.77303199,2.00000000,2
0.50000000,1.52000000,1.25805969,3.63948914,2.00000000,2
0.50000000,1.54000000,1.19342350,3.51444084,2.00000000,2
0.50000000,1.56000000,1.13037140,3.39748830,2.00000000,2
0.50000000,1.58000000,1.06883512,3.28824996,2.00000000,2
0.50000000,1.60000000,1.00874415,3.18636289,2.00000000,2
0.50000000,1.62000000,0.95002649,3.09148354,2.00000000,2
0.50000000,1.64000000,0.89260924,3.00328829,2.00000000,2
0.50000000,1.66000000,0.83641904,2.92147357,2.00000000,2
0.50000000,1.68000000,0.78138247,2.84575585,2.00000000,2
0.50000000,1.70000000,0.72742633,2.77587139,2.00000000,2
0.50000000,1.72000000,0.67447784,2.71157587,2.00000000,2
0.50000000,1.74000000,0.62246484,2.65264402,2.00000000,2
0.50000000,1.76000000,0.57131592,2.59886906,2.00000000,2
0.50000000,1.78000000,0.52096041,2.55006222,2.00000000,2
0.50000000,1.80000000,0.47132851,2.50605217,2.00000000,2
0.50000000,1.82000000,0.42235124,2.46668453,2.00000000,2
0.50000000,1.84000000,0.37396046,2.43182131,2.00000000,2
0.50000000,1.86000000,0.32608880,2.40134046,2.00000000,2
0.50000000,1.88000000,0.27866964,2.37513541,2.00000000,2
0.50000000,1.90000000,0.23163703,2.35311463,2.00000000,2
0.50000000,1.92000000,0.18492560,2.33520134,2.00000000,2
0.50000000,1.94000000,0.13847048,2.32133312,2.00000000,2
0.50000000,1.96000000,0.09220723,2.31146171,2.00000000,2
0.50000000,1.98000000,0.04607171,2.30555277,2.00000000,2
0.50000000,2.00000000,0.00000000,2.30555277,2.00000000,2
0.52000000,-2.00000000,0.00000000,0.09673312,3.00000000,0
0.52000000,-1.98000000,0.00193431,0.09673312,3.00000000,0
0.52000000,-1.96000000,0.00386928,0.09678600,3.00000000,0
0.52000000,-1.94000000,0.00580556,0.09687353,3.00000000,0
0.52000000,-1.92000000,0.00774380,0.09699566,3.00000000,0
0.52000000,-1.90000000,0.00968463,0.09715234,3.00000000,0
0.52000000,-1.88000000,0.01162869,0.09734353,3.00000000,0
0.52000000,-1.86000000,0.01357658,0.09756916,3.00000000,0
0.52000000,-1.84000000,0.01552894,0.09782923,3.00000000,0
0.52000000,-1.82000000,0.01748635,0.09812373,3.00000000,0
0.52000000,-1.80000000,0.01944940,0.09845271,3.00000000,0
0.52000000,-1.78000000,0.02141866,0.09881631,3.00000000,0
0.52000000,-1.76000000,0.02339469,0.09921474,3.00000000,0
0.52000000,-1.74000000,0.02537801,0.09964838,3.00000000,0
0.52000000,-1.72000000,0.02736913,0.10011775,3.00000000,0
0.52000000,-1.70000000,0.02936856,0.10062360,3.00000000,0
0.52000000,-1.68000000,0.03137673,0.10116696,3.00000000,0
0.52000000,-1.66000000,0.03339411,0.10174921,3.00000000,0
0.52000000,-1.64000000,0.03542109,0.10237215,3.00000000,0
0.52000000,-1.62000000,0.03745805,0.10303813,3.00000000,0
0.52000000,-1.60000000,0.03950535,0.10375012,3.00000000,0
0.52000000,-1.58000000,0.04156330,0.10451190,3.00000000,0
0.52000000,-1.56000000,0.04363219,0.10532822,3.00000000,0
0.52000000,-1.54000000,0.04571227,0.10620499,3.00000000,0
0.52000000,-1.52000000,0.04780376,0.10714954,3.00000000,0
0.52000000,-1.50000000,0.04990684,0.10817089,3.00000000,0
0.52000000,-1.48000000,0.05202169,0.10928013,3.00000000,0
0.52000000,-1.46000000,0.05414843,0.11049077,3.00000000,0
0.52000000,-1.44000000,0.05628718,0.11181930,3.00000000,0
0.52000000,-1.42000000,0.05843804,0.11328566,3.00000000,0
0.52000000,-1.40000000,0.06060109,0.11491395,3.00000000,0
0.52000000,-1.38000000,0.06277645,0.11673317,3.00000000,0
0.52000000,-1.36000000,0.06496425,0.11877807,3.00000000,0
0.52000000,-1.34000000,0.06716466,0.12109009,3.00000000,0
0.52000000,-1.32000000,0.06937795,0.12371848,3.00000000,0
0.52000000,-1.30000000,0.07160452,0.12672145,3.00000000,0
0.52000000,-1.28000000,0.07384494,0.13016743,3.00000000,0
0.52000000,-1.26000000,0.07610001,0.13413639,3.00000000,0
0.52000000,-1.24000000,0.07837093,0.13872120,3.00000000,0
0.52000000,-1.22000000,0.08065933,0.14402903,3.00000000,0
0.52000000,-1.20000000,0.08296750,0.15018257,3.00000000,0
0.52000000,-1.18000000,0.08529858,0.15732137,3.00000000,0
0.52000000,-1.16000000,0.08765685,0.16560283,3.00000000,0
0.52000000,-1.14000000,0.09004810,0.17520315,3.00000000,0
0.52000000,-1.12000000,0.09248010,0.18631782,3.00000000,0
0.52000000,-1.10000000,0.09496328,0.19916155,3.00000000,0
0.52000000,-1.08000000,0.09751150,0.21396711,3.00000000,0
0.52000000,-1.06000000,0.10014314,0.23098204,3.00000000,0
0.52000000,-1.04000000,0.10288248,0.25046195,3.00000000,0
0.52000000,-1.02000000,0.10576137,0.27265839,3.00000000,0
0.52000000,-1.00000000,0.10882131,0.29779926,3.00000000,0
0.52000000,-0.98000000,0.11211566,0.32606044,3.00000000,0
0.52000000,-0.96000000,0.11571187,0.35752943,3.00000000,0
0.52000000,-0.94000000,0.11969319,0.39216461,3.00000000,0
0.52000000,-0.92000000,0.12415907,0.42975742,3.00000000,0
0.52000000,-0.90000000,0.12922353,0.46990614,3.00000000,0
0.52000000,-0.88000000,0.13501066,0.51201010,3.00000000,0
0.52000000,-0.86000000,0.14164701,0.55528949,3.00000000,0
0.52000000,-0.84000000,0.14925131,0.59883243,3.00000000,0
0.52000000,-0.82000000,0.15792290,0.64166619,3.00000000,0
0.52000000,-0.80000000,0.16773099,0.68284594,3.00000000,0
0.52000000,-0.78000000,0.17870699,0.72155048,3.00000000,0
0.52000000,-0.76000000,0.19084172,0.75717019,3.00000000,0
0.52000000,-0.74000000,0.20408823,0.78937050,3.00000000,0
0.52000000,-0.72000000,0.21836947,0.81811665,3.00000000,0
0.52000000,-0.70000000,0.23358901,0.84365363,3.00000000,0
0.52000000,-0.68000000,0.24964271,0.86644710,3.00000000,0
0.52000000,-0.66000000,0.26642888,0.88710073,3.00000000,0
0.52000000,-0.64000000,0.28385598,0.90627008,3.00000000,0
0.52000000,-0.62000000,0.30184702,0.92459005,3.00000000,0
0.52000000,-0.60000000,0.32034123,0.94262585,3.00000000,0
0.52000000,-0.58000000,0.33929348,0.96084863,3.00000000,0
0.52000000,-0.56000000,0.35867260,0.97963116,3.00000000,0
0.52000000,-0.54000000,0.37845891,0.99925581,3.00000000,0
0.52000000,-0.52000000,0.39864188,1.01992790,3.00000000,0
0.52000000,-0.50000000,0.41921772,0.72170052,8.00000000,1
0.52000000,-0.48000000,0.42732769,0.42603194,8.00000000,1
0.52000000,-0.46000000,0.43583466,0.44856873,8.00000000,1
0.52000000,-0.44000000,0.44474421,0.47155561,8.00000000,1
0.52000000,-0.42000000,0.45406387,0.49507832,8.00000000,1
0.52000000,-0.40000000,0.46380278,0.51921711,8.00000000,1
0.52000000,-0.38000000,0.47397146,0.54404822,8.00000000,1
0.52000000,-0.36000000,0.48458165,0.56964505,8.00000000,1
0.52000000,-0.34000000,0.49564618,0.59607925,8.00000000,1
0.52000000,-0.32000000,0.50717884,0.62342173,8.00000000,1
0.52000000,-0.30000000,0.51919433,0.65174347,8.00000000,1
0.52000000,-0.28000000,0.53170820,0.68111625,8.00000000,1
0.52000000,-0.26000000,0.54473683,0.71161340,8.00000000,1
0.52000000,-0.24000000,0.55829736,0.74331032,8.00000000,1
0.52000000,-0.22000000,0.57240772,0.77628515,8.00000000,1
0.52000000,-0.20000000,0.58708656,0.81061922,8.00000000,1
0.52000000,-0.18000000,0.60235329,0.84639759,8.00000000,1
0.52000000,-0.16000000,0.61822801,0.88370952,8.00000000,1
0.52000000,-0.14000000,0.63473152,0.92264890,8.00000000,1
0.52000000,-0.12000000,0.65188530,0.96331462,8.00000000,1
0.52000000,-0.10000000,0.66971146,1.00581094,8.00000000,1
0.52000000,-0.08000000,0.68823269,1.05024781,8.00000000,1
0.52000000,-0.06000000,0.70747221,1.09674100,8.00000000,1
0.52000000,-0.04000000,0.72745368,1.14541230,8.00000000,1
0.52000000,-0.02000000,0.74820109,1.19638951,8.00000000,1
0.52000000,0.00000000,0.76973864,1.24980634,8.00000000,1
0.52000000,0.02000000,0.79209051,1.30580218,8.00000000,1
0.52000000,0.04000000,0.81528074,1.36452174,8.00000000,1
0.52000000,0.06000000,0.83933286,1.42611444,8.00000000,1
0.52000000,0.08000000,0.86426966,1.49073375,8.00000000,1
0.52000000,0.10000000,0.89011277,1.55853618,8.00000000,1
0.52000000,0.12000000,0.91688221,1.62968010,8.00000000,1
0.52000000,0.14000000,0.94459590,1.70432422,8.00000000,1
0.52000000,0.16000000,0.97326903,1.78262582,8.00000000,1
0.52000000,0.18000000,1.00291338,1.86473842,8.00000000,1
0.52000000,0.20000000,1.03353649,1.95080917,8.00000000,1
0.52000000,0.22000000,1.06514078,2.04097549,8.00000000,1
0.52000000,0.24000000,1.09772251,2.13536128,8.00000000,1
0.52000000,0.26000000,1.13127061,2.23407219,8.00000000,1
